lp,src,mt,ref,score,system,annotators,domain,year
en-de,Ready to Use with one Pack of Blades,Sofort einsatzbereit mit einer Packung Klingen,Sofort verwendbar mit einem Pack Klingen,100.0,Online-W,1,ecommerce,2022
en-de,Comes in a Haryali London Gift Designer Box,Wird in einer Haryali London Geschenk-Designer-Box geliefert,In einer Designer-Geschenkbox von Haryali London,100.0,Online-W,1,ecommerce,2022
en-de,Images are of actual items so you can be confident that what you see is what you get.,"Die Bilder sind von den tatsächlichen Artikeln, so dass Sie sicher sein können, dass das, was Sie sehen, auch das ist, was Sie bekommen.","Die Bilder stellen die tatsächlichen Produkte dar, Sie können also darauf vertrauen, genau das zu erhalten, was Sie hier sehen.",95.5,Online-W,1,ecommerce,2022
en-de,Haryali London instruments have a life time warranty against defects in materials and workmanship.,Haryali London Instrumente haben eine lebenslange Garantie gegen Material- und Verarbeitungsfehler.,Für Instrumente von Haryali London gilt eine lebenslange Garantie für Material- und Herstellungsfehler.,99.5,Online-W,1,ecommerce,2022
en-de,Any product which proves to be defective will be repaired or replaced free of charge.,"Jedes Produkt, das sich als defekt erweist, wird kostenlos repariert oder ersetzt.","Jedes Produkt, das sich als fehlerhaft erweist, wird kostenlos repariert oder ersetzt.",99.66666666666669,Online-W,1,ecommerce,2022
en-de,"We guarantee against breakage, joint failure, and corrosion under normal use.","Wir garantieren gegen Bruch, Gelenkversagen und Korrosion bei normalem Gebrauch.","Wir bieten eine Garantie für Bruch, Gelenkversagen und Rost unter normalen Nutzungsbedingungen.",92.5,Online-W,1,ecommerce,2022
en-de,Warranty does not apply to normal wear and tear and use of the instrumentation beyond their limitations.,Die Garantie gilt nicht für normalen Verschleiß und die Verwendung der Geräte über ihre Grenzen hinaus.,Die Garantie erstreckt sich nicht auf normale Abnutzung und Verwendung der Instrumente über ihre bestimmungsgemäße Nutzung hinaus.,97.5,Online-W,1,ecommerce,2022
en-de,It also excludes the improper usage of an instrument in a way that the particular instrument was designed and intended to be used.,"Sie schließt auch die unsachgemäße Verwendung eines Instruments in einer Art und Weise aus, für die das jeweilige Instrument konzipiert und vorgesehen war.","Ebenfalls ausgeschlossen ist die unsachgemäße Nutzung eines Instruments in einer Weise, für die das betreffende Instrument nicht entworfen und vorgesehen ist.",98.5,Online-W,1,ecommerce,2022
en-de,"Moreover, instruments damaged in an abusive or accidental manner are also excluded by this warranty.","Darüber hinaus sind Instrumente, die auf missbräuchliche oder versehentliche Weise beschädigt wurden, ebenfalls von dieser Garantie ausgeschlossen.","Zudem sind auch Instrumente, die durch falsche Verwendung oder Unfälle beschädigt wurden, von dieser Garantie ausgeschlossen.",99.0,Online-W,1,ecommerce,2022
en-de,PayPal – Only form of Payment that we Accept.,"PayPal - Die einzige Zahlungsart, die wir akzeptieren.",PayPal – die einzige von uns akzeptierte Zahlungsweise.,99.0,Online-W,1,ecommerce,2022
en-de,"If customers are not fully satisfied with our product, simply return the item to us in an unused condition and we will process a refund once the item is received.","Wenn Sie mit unserem Produkt nicht zufrieden sind, senden Sie es einfach in unbenutztem Zustand an uns zurück und wir erstatten Ihnen den Kaufpreis, sobald wir es erhalten haben.","Wenn Kunden nicht vollkommen mit unserem Produkt zufrieden sind, kann der Artikel einfach in unbenutztem Zustand zurückgegeben werden, und wir veranlassen eine Erstattung, sobald der Artikel bei uns eingeht.",98.0,Online-W,1,ecommerce,2022
en-de,"If you have any questions, then kindly please contact us via the ‘Ask a question’ Tab which is located on the bottom of the listing page.","Wenn Sie irgendwelche Fragen haben, dann kontaktieren Sie uns bitte über die Registerkarte ""Eine Frage stellen"", die sich unten auf der Angebotsseite befindet.","Wenn Sie Fragen haben, kontaktieren Sie uns bitte über die Registerkarte „Eine Frage stellen“ unten auf der Angebotsseite.",99.0,Online-W,1,ecommerce,2022
en-de,Our customer satisfaction is at the top of our priority.,Die Zufriedenheit unserer Kunden steht bei uns an erster Stelle.,Die Zufriedenheit unserer Kunden hat bei uns höchste Priorität.,99.0,Online-W,1,ecommerce,2022
en-de,The maximum compensation level for this service is £500 and delivery times vary from destination to destination.,Die maximale Entschädigungssumme für diesen Service beträgt 500 £ und die Lieferzeiten variieren je nach Zielort.,Die maximale Entschädigung für diesen Service beträgt £500 und die Lieferzeiten sind je nach Ziel unterschiedlich.,100.0,Online-W,1,ecommerce,2022
en-de,Also available at extra cost if required is next day international deliveries by FEDEX global express.,Gegen Aufpreis sind auch internationale Lieferungen am nächsten Tag per FEDEX Global Express möglich.,Gegen eine Zusatzgebühr und auf Anfrage sind auch internationale Lieferungen am nächsten Tag über FEDEX Global Express möglich.,100.0,Online-W,1,ecommerce,2022
en-de,This is on a quote only basis and you need to supply us with your address for a quotation.,"Dies ist nur auf Kostenvoranschlagsbasis möglich, und Sie müssen uns Ihre Adresse mitteilen, um einen Kostenvoranschlag zu erhalten.","Hierfür muss ein Angebot angefordert werden, und Sie müssen Ihre Adresse angeben, damit ein Angebot für Sie erstellt werden kann.",100.0,Online-W,1,ecommerce,2022
en-de,The maximum compensation level on this service is $1000 Terms of Sale.,Die maximale Entschädigungssumme für diesen Service beträgt $1000 Verkaufsbedingungen.,Die maximale Entschädigungshöhe für diesen Service beträgt $1000 Verkaufsbedingungen.,100.0,Online-W,1,ecommerce,2022
en-de,All sales are final and we expect payment within 5 working days.,Alle Verkäufe sind endgültig und wir erwarten die Zahlung innerhalb von 5 Werktagen.,Alle Verkäufe sind endgültig und wir erwarten die Zahlung innerhalb von 5 Werktagen.,100.0,Online-W,1,ecommerce,2022
en-de,We offer a 30 day refund policy for items as long as they are received back in the original condition they were shipped in with all original packaging and they have not been tampered with.,"Wir bieten ein 30-tägiges Rückgaberecht für Artikel an, sofern sie im Originalzustand und in der Originalverpackung zurückerhalten werden und nicht manipuliert worden sind.","Im Rahmen unserer Erstattungsrichtlinie gewähren wir eine 30-Tages-Frist für Artikel, die in dem Zustand zurückgegeben werden, in dem sie sich bei Versand befanden, und die originalverpackt und unbeschädigt sind.",100.0,Online-W,1,ecommerce,2022
en-de,"We reserve the right to place restrictions on payment terms for items shipped to certain international destinations, such as ones where there is a high risk of fraud.","Wir behalten uns das Recht vor, die Zahlungsbedingungen für Artikel, die an bestimmte internationale Bestimmungsorte versandt werden, einzuschränken, z. B. für Artikel, bei denen ein hohes Betrugsrisiko besteht.","Wir behalten uns das Recht vor, strenge Einschränkungen der Zahlungsbedingungen für Artikel vorzunehmen, die an bestimmte internationale Ziele verschickt werden, beispielsweise wenn ein hohes Betrugsrisiko besteht.",100.0,Online-W,1,ecommerce,2022
en-de,"We have been selling here on eBay for over a decade now, offering high quality items at great prices.",Wir verkaufen seit über einem Jahrzehnt auf eBay und bieten qualitativ hochwertige Artikel zu günstigen Preisen an.,Wir verkaufen bereits seit über zehn Jahren auf eBay und bieten hochwertige Artikel zu hervorragenden Preisen an.,100.0,Online-W,1,ecommerce,2022
en-de,We both buy and sell premium brand watches on and offline and all our watches are checked by WOSTEP (Watches of Switzerland Training Enterprise Program) trained watchmakers.,Wir kaufen und verkaufen sowohl on- als auch offline hochwertige Markenuhren und alle unsere Uhren werden von WOSTEP (Watches of Switzerland Training Enterprise Program) ausgebildeten Uhrmachern überprüft.,"Wir kaufen und verkaufen Uhren der besten Marken online und offline, und alle unsere Uhren werden von gemäß dem WOSTEP (Watches of Switzerland Training Enterprise Program) ausgebildeten Uhrmachern geprüft.",100.0,Online-W,1,ecommerce,2022
en-de,"Where stated, watches will come with a mechanical warranty.","Wo angegeben, werden die Uhren mit einer mechanischen Garantie geliefert.","Wo angegeben, werden Uhren mit einer mechanischen Garantie bereitgestellt.",100.0,Online-W,1,ecommerce,2022
en-de,Warranty does not cover misuse or abuse of watches and it is advised that all vintage watches should be tested for water resistance before any immersion.,"Die Garantie deckt keinen Missbrauch von Uhren ab und es wird empfohlen, dass alle Vintage-Uhren vor dem Eintauchen in Wasser auf ihre Wasserdichtigkeit getestet werden sollten.","Die Garantie erstreckt sich nicht auf missbräuchliche oder nicht sachgerechte Verwendung der Uhren und es wird empfohlen, alle älteren Uhren auf Wasserdichtigkeit zu prüfen, bevor sie ins Wasser eingetaucht werden.",100.0,Online-W,1,ecommerce,2022
en-de,The office remains closed on the weekend.,Am Wochenende bleibt das Büro geschlossen.,Am Wochenende ist das Büro geschlossen.,100.0,Online-W,1,ecommerce,2022
en-de,"On the days the office is closed, we will not be able dispatch your orders.","An den Tagen, an denen das Büro geschlossen ist, können wir Ihre Bestellungen nicht versenden.","An den Tagen, an denen das Büro geschlossen ist, können wir Ihre Bestellungen nicht versenden.",100.0,Online-W,1,ecommerce,2022
en-de,Also all orders placed on the weekends will be dispatched within the next working days.,"Auch alle Bestellungen, die am Wochenende aufgegeben werden, werden innerhalb der nächsten Arbeitstage versandt.",Zudem werden alle an Wochenenden aufgegebenen Bestellungen innerhalb der folgenden Werktage versandt.,99.5,Online-W,1,ecommerce,2022
en-de,Our aim is to offer our customers the best service possible.,"Unser Ziel ist es, unseren Kunden den bestmöglichen Service zu bieten.","Unser Ziel ist es, unseren Kunden den bestmöglichen Service zu bieten.",100.0,Online-W,1,ecommerce,2022
en-de,That is why we dispatch our orders within 1 working day once the payment has cleared.,"Deshalb versenden wir unsere Bestellungen innerhalb von 1 Arbeitstag, sobald die Zahlung eingegangen ist.",Aus diesem Grund versenden wir unsere Bestellungen innerhalb 1 Werktags nach Zahlungsabwicklung.,99.5,Online-W,1,ecommerce,2022
en-de,"The delivery services we offer is standard tracked post (2-3 working days), first class service, as well as an express service.","Wir bieten einen Standardversand (2-3 Werktage), einen First-Class-Versand und einen Expressversand an.","Unsere Lieferservices sind Standardpost mit Sendungsverfolgung (2-3 Werktage), Premium-Service und Express-Service.",100.0,Online-W,1,ecommerce,2022
en-de,"Please note, there may be slight delays from the courier service during festive occasions (e.g. Christmas).","Bitte beachten Sie, dass es bei festlichen Anlässen (z.B. Weihnachten) zu leichten Verzögerungen durch den Kurierdienst kommen kann.","Beachten Sie, dass an Feiertagen mit leichten Verspätungen bei unserem Kurierservice zu rechnen ist (z. B. über Weihnachten).",100.0,Online-W,1,ecommerce,2022
en-de,Returns must be within 30 days of delivery in the exact same condition as they were sent.,"Rücksendungen müssen innerhalb von 30 Tagen nach der Lieferung in genau demselben Zustand erfolgen, in dem sie verschickt wurden.","Rückgaben müssen innerhalb von 30 Tagen nach Lieferung in dem gleichen Zustand erfolgen, in dem die Produkte versandt wurden.",100.0,Online-W,1,ecommerce,2022
en-de,Please kindly message us via eBay messages regarding your return.,Bitte informieren Sie uns über eBay-Nachrichten über Ihre Rückgabe.,Bitte kontaktieren Sie uns bezüglich Ihrer Rückgabe über eBay-Nachrichten.,100.0,Online-W,1,ecommerce,2022
en-de,Please include your eBay user name and a reason for return on a note to the parcel to speed up your refund or exchange process.,"Bitte geben Sie Ihren eBay-Benutzernamen und den Grund für die Rücksendung auf einer Notiz zum Paket an, um die Erstattung oder den Umtausch zu beschleunigen.","Bitte geben Sie Ihren eBay-Benutzernamen an und nennen Sie den Grund für die Rückgabe auf einer Notiz, die Sie dem Paket beilegen, um den Erstattungs- bzw. Umtauschprozess zu beschleunigen.",100.0,Online-W,1,ecommerce,2022
en-de,"We will refund delivery costs if the goods are faulty, but for all other returns, this will not apply.","Wir erstatten Ihnen die Lieferkosten, wenn die Ware fehlerhaft ist, aber für alle anderen Rücksendungen gilt dies nicht.","Wir erstatten die Versandkosten, wenn die Waren fehlerhaft waren, dies gilt jedoch nicht für alle anderen Rückgaben.",100.0,Online-W,1,ecommerce,2022
en-de,"A tried and tested favourite, this British made sleeping bag combines micro pack size with serious performance.","Dieser in Großbritannien hergestellte Schlafsack ist ein bewährter Favorit, der ein geringes Packmaß mit guter Leistung kombiniert.","Der vielfach erprobte und getestete, in Großbritannien hergestellte Schlafsack kombiniert Mikropackgröße mit Topleistung.",79.0,Online-W,1,ecommerce,2022
en-de,Many view the Softie 12 Osprey the ultimate four season synthetic fill sleeping bag available.,Viele halten den Softie 12 Osprey für den ultimativen Vier-Jahreszeiten-Schlafsack mit Synthetikfüllung auf dem Markt.,Manche betrachten den Softie 12 Osprey als den besten aller ganzjährigen Schlafsäcke mit synthetischer Füllung auf dem Markt.,79.0,Online-W,1,ecommerce,2022
en-de,"Since 1987, it has been setting the standard for winter pack size performance for others to follow.","Seit 1987 setzt er den Standard für die Leistung im Winterpackmaß, dem andere folgen.","Seit 1987 setzt er den Leistungsstandard für Winterschlafsäcke, den andere erst einmal erreichen müssen.",79.0,Online-W,1,ecommerce,2022
